Date_of_journey,Journey_day,Airline,Class,Source,Departure,Total_stops,Arrival,Destination,Duration_in_hours,Fare
2023-02-19,Sunday,Vistara,Business,Ahmedabad,6 AM - 12 PM,1-stop,12 PM - 6 PM,Kolkata,8.4167,43124
2023-03-01,Wednesday,Vistara,Economy,Bangalore,6 AM - 12 PM,1-stop,12 PM - 6 PM,Hyderabad,5.5833,7138
2023-02-04,Saturday,Air India,Economy,Delhi,12 PM - 6 PM,1-stop,12 PM - 6 PM,Chennai,21.1667,7887
2023-03-03,Friday,Air India,Economy,Delhi,After 6 PM,1-stop,12 PM - 6 PM,Hyderabad,17.4167,9840
2023-03-02,Thursday,Indigo,Economy,Delhi,6 AM - 12 PM,non-stop,6 AM - 12 PM,Chennai,2.9167,6616
2023-02-10,Friday,Vistara,Premium Economy,Kolkata,After 6 PM,1-stop,After 6 PM,Chennai,25.5833,18078
2023-02-10,Friday,Vistara,Economy,Mumbai,12 PM - 6 PM,2+-stop,After 6 PM,Kolkata,28.25,12520
2023-01-30,Monday,Vistara,Business,Chennai,6 AM - 12 PM,1-stop,After 6 PM,Bangalore,9.5833,69666
2023-02-09,Thursday,Indigo,Economy,Ahmedabad,12 PM - 6 PM,1-stop,Before 6 AM,Delhi,8.5,6840
2023-01-17,Tuesday,Vistara,Premium Economy,Mumbai,After 6 PM,1-stop,6 AM - 12 PM,Hyderabad,10.5833,17906
2023-02-01,Wednesday,Vistara,Premium Economy,Chennai,After 6 PM,1-stop,After 6 PM,Delhi,24.1667,13212
2023-02-05,Sunday,Air India,Economy,Delhi,After 6 PM,1-stop,After 6 PM,Ahmedabad,21.4167,11520
2023-02-10,Friday,Indigo,Economy,Ahmedabad,12 PM - 6 PM,1-stop,12 PM - 6 PM,Kolkata,5.6667,9459
2023-02-13,Monday,Vistara,Premium Economy,Kolkata,6 AM - 12 PM,1-stop,After 6 PM,Ahmedabad,12.5833,10986
2023-02-20,Monday,Vistara,Premium Economy,Ahmedabad,Before 6 AM,1-stop,After 6 PM,Delhi,15.5833,10339
2023-02-21,Tuesday,Vistara,Economy,Bangalore,After 6 PM,non-stop,After 6 PM,Delhi,2.5833,5236
2023-02-13,Monday,Vistara,Premium Economy,Chennai,6 AM - 12 PM,2+-stop,6 AM - 12 PM,Mumbai,23.1667,14577
2023-02-24,Friday,Indigo,Economy,Hyderabad,After 6 PM,1-stop,6 AM - 12 PM,Chennai,8.0,3570
2023-03-01,Wednesday,Vistara,Business,Bangalore,After 6 PM,1-stop,After 6 PM,Hyderabad,25.9167,38180
2023-03-04,Saturday,Indigo,Economy,Chennai,6 AM - 12 PM,1-stop,After 6 PM,Ahmedabad,7.6667,6818
2023-02-23,Thursday,Air India,Economy,Hyderabad,6 AM - 12 PM,1-stop,12 PM - 6 PM,Chennai,26.5,10805
2023-02-18,Saturday,Air India,Economy,Mumbai,12 PM - 6 PM,2+-stop,After 6 PM,Chennai,30.25,12192
2023-02-21,Tuesday,Air India,Business,Mumbai,After 6 PM,1-stop,After 6 PM,Bangalore,23.5,54608
2023-01-26,Thursday,Indigo,Economy,Chennai,12 PM - 6 PM,1-stop,After 6 PM,Mumbai,6.75,5533
2023-01-22,Sunday,Air India,Business,Ahmedabad,After 6 PM,non-stop,After 6 PM,Mumbai,1.4167,12000
2023-01-23,Monday,Vistara,Business,Mumbai,6 AM - 12 PM,1-stop,After 6 PM,Chennai,16.6667,49613
2023-01-19,Thursday,Vistara,Economy,Kolkata,After 6 PM,1-stop,12 PM - 6 PM,Delhi,16.0,20577
2023-02-27,Monday,Air India,Business,Delhi,After 6 PM,non-stop,After 6 PM,Kolkata,2.1667,27976
2023-02-07,Tuesday,Vistara,Business,Ahmedabad,6 AM - 12 PM,1-stop,12 PM - 6 PM,Bangalore,8.3333,72885
2023-01-23,Monday,Vistara,Economy,Bangalore,After 6 PM,1-stop,6 AM - 12 PM,Delhi,10.3333,8991
2023-02-03,Friday,Vistara,Business,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Mumbai,8.4167,74255
2023-01-24,Tuesday,Air India,Economy,Hyderabad,12 PM - 6 PM,1-stop,After 6 PM,Chennai,6.1667,10805
2023-02-18,Saturday,Air India,Business,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Hyderabad,7.6667,39321
2023-02-19,Sunday,Air India,Business,Chennai,6 AM - 12 PM,non-stop,12 PM - 6 PM,Bangalore,1.1667,12160
2023-02-07,Tuesday,Vistara,Business,Kolkata,After 6 PM,1-stop,6 AM - 12 PM,Mumbai,14.9167,50289
2023-01-22,Sunday,Indigo,Economy,Delhi,6 AM - 12 PM,non-stop,12 PM - 6 PM,Hyderabad,2.3333,7319
2023-01-22,Sunday,Vistara,Premium Economy,Bangalore,6 AM - 12 PM,2+-stop,12 PM - 6 PM,Mumbai,8.0,33784
2023-01-21,Saturday,Vistara,Economy,Mumbai,6 AM - 12 PM,1-stop,After 6 PM,Delhi,13.5833,12032
2023-01-30,Monday,Vistara,Economy,Mumbai,12 PM - 6 PM,1-stop,After 6 PM,Delhi,6.0833,10616
2023-02-09,Thursday,Vistara,Business,Mumbai,After 6 PM,1-stop,12 PM - 6 PM,Bangalore,22.5,62560
2023-03-03,Friday,Vistara,Economy,Delhi,6 AM - 12 PM,1-stop,12 PM - 6 PM,Ahmedabad,6.3333,8979
2023-02-24,Friday,Vistara,Economy,Hyderabad,6 AM - 12 PM,1-stop,6 AM - 12 PM,Bangalore,26.0833,6862
2023-03-04,Saturday,Vistara,Premium Economy,Chennai,After 6 PM,1-stop,6 AM - 12 PM,Hyderabad,11.25,9198
2023-02-11,Saturday,Air India,Business,Mumbai,12 PM - 6 PM,1-stop,Before 6 AM,Bangalore,7.5,54608
2023-02-19,Sunday,Vistara,Premium Economy,Mumbai,After 6 PM,1-stop,6 AM - 12 PM,Bangalore,14.9167,14176
2023-02-15,Wednesday,AirAsia,Economy,Kolkata,6 AM - 12 PM,1-stop,12 PM - 6 PM,Bangalore,6.3333,8085
2023-02-17,Friday,Vistara,Business,Hyderabad,After 6 PM,1-stop,6 AM - 12 PM,Bangalore,14.25,71352
2023-02-09,Thursday,Air India,Economy,Bangalore,12 PM - 6 PM,1-stop,After 6 PM,Mumbai,30.1667,14878
2023-02-18,Saturday,Vistara,Premium Economy,Delhi,6 AM - 12 PM,2+-stop,12 PM - 6 PM,Bangalore,30.75,15845
2023-02-28,Tuesday,Vistara,Premium Economy,Bangalore,After 6 PM,1-stop,Before 6 AM,Delhi,5.1667,10875
2023-02-25,Saturday,Air India,Economy,Mumbai,12 PM - 6 PM,1-stop,After 6 PM,Chennai,10.5833,11571
2023-02-04,Saturday,Vistara,Economy,Kolkata,6 AM - 12 PM,1-stop,12 PM - 6 PM,Hyderabad,4.75,10028
2023-01-25,Wednesday,SpiceJet,Economy,Bangalore,After 6 PM,non-stop,After 6 PM,Kolkata,2.6667,9733
2023-03-01,Wednesday,Vistara,Business,Ahmedabad,6 AM - 12 PM,1-stop,12 PM - 6 PM,Mumbai,9.75,41508
2023-02-08,Wednesday,Vistara,Business,Chennai,6 AM - 12 PM,1-stop,After 6 PM,Delhi,11.0833,53712
2023-02-02,Thursday,Air India,Economy,Kolkata,6 AM - 12 PM,2+-stop,6 AM - 12 PM,Mumbai,22.75,12009
2023-01-28,Saturday,Vistara,Business,Hyderabad,12 PM - 6 PM,1-stop,6 AM - 12 PM,Delhi,22.0833,39790
2023-01-20,Friday,Vistara,Economy,Ahmedabad,After 6 PM,1-stop,After 6 PM,Chennai,23.8333,23681
2023-02-17,Friday,Air India,Business,Bangalore,12 PM - 6 PM,1-stop,After 6 PM,Kolkata,25.8333,60703
2023-01-16,Monday,Vistara,Premium Economy,Mumbai,6 AM - 12 PM,non-stop,6 AM - 12 PM,Chennai,2.1667,8330
2023-03-02,Thursday,Vistara,Economy,Delhi,6 AM - 12 PM,1-stop,After 6 PM,Chennai,12.3333,8895
2023-01-30,Monday,Air India,Economy,Hyderabad,After 6 PM,1-stop,6 AM - 12 PM,Mumbai,12.75,9579
2023-02-16,Thursday,Vistara,Economy,Mumbai,After 6 PM,1-stop,After 6 PM,Chennai,23.4167,13871
2023-01-31,Tuesday,Vistara,Premium Economy,Ahmedabad,6 AM - 12 PM,1-stop,6 AM - 12 PM,Delhi,25.25,16129
2023-01-20,Friday,Air India,Economy,Hyderabad,6 AM - 12 PM,1-stop,After 6 PM,Chennai,12.5,14033
2023-02-19,Sunday,Air India,Economy,Bangalore,12 PM - 6 PM,1-stop,6 AM - 12 PM,Kolkata,15.9167,12115
2023-02-11,Saturday,Air India,Business,Kolkata,12 PM - 6 PM,1-stop,6 AM - 12 PM,Delhi,17.9167,53761
2023-01-29,Sunday,Vistara,Premium Economy,Hyderabad,12 PM - 6 PM,1-stop,6 AM - 12 PM,Bangalore,18.8333,21254
2023-01-25,Wednesday,Vistara,Premium Economy,Delhi,6 AM - 12 PM,2+-stop,After 6 PM,Chennai,32.8333,20531
2023-02-23,Thursday,Air India,Business,Delhi,After 6 PM,1-stop,6 AM - 12 PM,Mumbai,10.1667,48225
2023-02-08,Wednesday,Vistara,Economy,Kolkata,12 PM - 6 PM,1-stop,After 6 PM,Bangalore,5.3333,10551
2023-01-23,Monday,Air India,Economy,Hyderabad,6 AM - 12 PM,1-stop,Before 6 AM,Bangalore,17.6667,12847
2023-02-05,Sunday,Vistara,Economy,Ahmedabad,Before 6 AM,1-stop,12 PM - 6 PM,Delhi,7.5833,8559
2023-02-24,Friday,Vistara,Economy,Delhi,12 PM - 6 PM,2+-stop,6 AM - 12 PM,Kolkata,20.25,10528
2023-02-04,Saturday,Vistara,Economy,Delhi,6 AM - 12 PM,1-stop,12 PM - 6 PM,Kolkata,8.0,14618
2023-02-07,Tuesday,Air India,Business,Mumbai,12 PM - 6 PM,1-stop,6 AM - 12 PM,Hyderabad,17.8333,45693
2023-01-31,Tuesday,Air India,Business,Mumbai,Before 6 AM,1-stop,After 6 PM,Delhi,13.25,50957
2023-02-04,Saturday,Vistara,Economy,Mumbai,6 AM - 12 PM,1-stop,After 6 PM,Delhi,16.75,8505
2023-01-23,Monday,Vistara,Economy,Bangalore,After 6 PM,non-stop,After 6 PM,Delhi,2.75,5236
2023-02-01,Wednesday,Air India,Economy,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Ahmedabad,26.0833,9315
2023-02-21,Tuesday,Vistara,Business,Bangalore,After 6 PM,1-stop,6 AM - 12 PM,Delhi,16.0,50668
2023-02-26,Sunday,Vistara,Premium Economy,Mumbai,12 PM - 6 PM,1-stop,After 6 PM,Chennai,6.9167,16954
2023-01-23,Monday,Air India,Business,Mumbai,12 PM - 6 PM,1-stop,After 6 PM,Bangalore,7.1667,54608
2023-02-22,Wednesday,Vistara,Economy,Delhi,6 AM - 12 PM,1-stop,After 6 PM,Bangalore,12.25,8559
2023-02-25,Saturday,Air India,Economy,Hyderabad,6 AM - 12 PM,1-stop,6 AM - 12 PM,Chennai,26.4167,10805
2023-02-24,Friday,Air India,Economy,Delhi,12 PM - 6 PM,1-stop,Before 6 AM,Chennai,11.0833,9546
2023-02-05,Sunday,Vistara,Economy,Mumbai,12 PM - 6 PM,1-stop,6 AM - 12 PM,Kolkata,16.0,12978
2023-01-16,Monday,Vistara,Premium Economy,Bangalore,6 AM - 12 PM,2+-stop,After 6 PM,Mumbai,7.5833,33784
2023-02-09,Thursday,Vistara,Premium Economy,Mumbai,6 AM - 12 PM,2+-stop,12 PM - 6 PM,Hyderabad,30.5,25615
2023-01-19,Thursday,Vistara,Business,Hyderabad,12 PM - 6 PM,1-stop,After 6 PM,Bangalore,9.4167,98646
2023-01-24,Tuesday,Vistara,Business,Ahmedabad,6 AM - 12 PM,1-stop,6 AM - 12 PM,Mumbai,25.25,41508
2023-02-11,Saturday,Air India,Economy,Mumbai,6 AM - 12 PM,1-stop,After 6 PM,Kolkata,14.4167,12558
2023-02-03,Friday,AirAsia,Economy,Delhi,6 AM - 12 PM,1-stop,After 6 PM,Mumbai,10.8333,4827
2023-02-04,Saturday,Vistara,Premium Economy,Hyderabad,6 AM - 12 PM,1-stop,After 6 PM,Chennai,10.1667,24189
2023-01-30,Monday,Indigo,Economy,Mumbai,6 AM - 12 PM,1-stop,6 AM - 12 PM,Delhi,3.9167,8384
2023-02-25,Saturday,Air India,Economy,Delhi,12 PM - 6 PM,1-stop,6 AM - 12 PM,Kolkata,15.0,12255
2023-01-27,Friday,Vistara,Economy,Bangalore,6 AM - 12 PM,1-stop,12 PM - 6 PM,Mumbai,7.0,14373
2023-02-14,Tuesday,Indigo,Economy,Chennai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Kolkata,5.4167,10495
2023-02-10,Friday,Air India,Business,Hyderabad,6 AM - 12 PM,1-stop,After 6 PM,Kolkata,12.5833,51942
2023-02-01,Wednesday,Air India,Economy,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Chennai,10.8333,11391
2023-01-19,Thursday,Vistara,Premium Economy,Chennai,6 AM - 12 PM,1-stop,6 AM - 12 PM,Bangalore,23.4167,19070
2023-02-20,Monday,Vistara,Economy,Bangalore,After 6 PM,2+-stop,After 6 PM,Kolkata,25.8333,11209
2023-01-25,Wednesday,Indigo,Economy,Ahmedabad,After 6 PM,non-stop,After 6 PM,Delhi,1.5,4810
2023-03-03,Friday,Vistara,Economy,Kolkata,6 AM - 12 PM,1-stop,After 6 PM,Bangalore,10.5833,11353
2023-02-04,Saturday,Indigo,Economy,Delhi,Before 6 AM,1-stop,12 PM - 6 PM,Kolkata,7.8333,8393
2023-02-16,Thursday,Indigo,Economy,Chennai,After 6 PM,1-stop,6 AM - 12 PM,Mumbai,6.5833,5288
2023-01-27,Friday,Air India,Economy,Mumbai,After 6 PM,2+-stop,12 PM - 6 PM,Kolkata,19.5,15918
2023-02-15,Wednesday,Air India,Economy,Delhi,6 AM - 12 PM,2+-stop,6 AM - 12 PM,Chennai,24.8333,21824
2023-02-22,Wednesday,Vistara,Business,Delhi,12 PM - 6 PM,1-stop,6 AM - 12 PM,Kolkata,15.9167,61161
2023-02-08,Wednesday,Vistara,Premium Economy,Hyderabad,6 AM - 12 PM,1-stop,6 AM - 12 PM,Kolkata,23.4167,15699
2023-02-04,Saturday,Air India,Economy,Delhi,After 6 PM,1-stop,6 AM - 12 PM,Bangalore,16.0833,8654
2023-01-26,Thursday,Vistara,Economy,Hyderabad,6 AM - 12 PM,1-stop,12 PM - 6 PM,Ahmedabad,9.6667,20648
2023-02-28,Tuesday,Vistara,Business,Mumbai,After 6 PM,1-stop,After 6 PM,Chennai,21.4167,49613
2023-02-14,Tuesday,Air India,Economy,Bangalore,12 PM - 6 PM,1-stop,6 AM - 12 PM,Mumbai,17.3333,10815
2023-02-19,Sunday,Air India,Economy,Kolkata,After 6 PM,2+-stop,12 PM - 6 PM,Mumbai,16.4167,13647
2023-02-06,Monday,Air India,Economy,Chennai,6 AM - 12 PM,1-stop,After 6 PM,Bangalore,12.5833,5371
2023-01-19,Thursday,Vistara,Premium Economy,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Chennai,11.1667,23799
2023-01-23,Monday,AirAsia,Economy,Delhi,6 AM - 12 PM,non-stop,12 PM - 6 PM,Bangalore,2.75,6217
2023-02-17,Friday,Air India,Economy,Mumbai,After 6 PM,2+-stop,6 AM - 12 PM,Kolkata,14.0833,12558
2023-01-17,Tuesday,AirAsia,Economy,Mumbai,After 6 PM,non-stop,After 6 PM,Bangalore,1.6667,3181
2023-02-06,Monday,AirAsia,Economy,Mumbai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,6.9167,5959
2023-01-28,Saturday,Indigo,Economy,Bangalore,6 AM - 12 PM,non-stop,6 AM - 12 PM,Chennai,0.9167,1914
2023-02-27,Monday,Indigo,Economy,Kolkata,12 PM - 6 PM,1-stop,After 6 PM,Mumbai,7.0,8338
2023-02-05,Sunday,Vistara,Business,Hyderabad,6 AM - 12 PM,1-stop,12 PM - 6 PM,Mumbai,5.5833,65606
2023-01-24,Tuesday,Vistara,Premium Economy,Hyderabad,6 AM - 12 PM,1-stop,12 PM - 6 PM,Ahmedabad,8.1667,13105
2023-01-23,Monday,Air India,First,Delhi,12 PM - 6 PM,non-stop,After 6 PM,Hyderabad,2.1667,50855
2023-02-24,Friday,Vistara,Premium Economy,Chennai,12 PM - 6 PM,2+-stop,6 AM - 12 PM,Mumbai,16.25,16494
2023-02-09,Thursday,Indigo,Economy,Chennai,After 6 PM,non-stop,After 6 PM,Bangalore,1.0,2019
2023-03-04,Saturday,Vistara,Business,Hyderabad,6 AM - 12 PM,1-stop,After 6 PM,Mumbai,12.9167,54182
2023-03-05,Sunday,Vistara,Economy,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Bangalore,5.4167,10922
2023-02-24,Friday,Air India,Business,Delhi,6 AM - 12 PM,1-stop,6 AM - 12 PM,Kolkata,24.9167,43376
2023-01-29,Sunday,Vistara,Economy,Delhi,After 6 PM,non-stop,After 6 PM,Bangalore,2.6667,10334
2023-03-01,Wednesday,Vistara,Business,Chennai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Hyderabad,26.5833,41224
2023-03-01,Wednesday,Air India,Economy,Hyderabad,After 6 PM,1-stop,6 AM - 12 PM,Bangalore,14.4167,11219
2023-02-09,Thursday,Vistara,Business,Ahmedabad,12 PM - 6 PM,1-stop,12 PM - 6 PM,Hyderabad,19.0,29292
2023-02-12,Sunday,Air India,Economy,Bangalore,6 AM - 12 PM,1-stop,12 PM - 6 PM,Hyderabad,5.75,5763
2023-02-17,Friday,Vistara,Premium Economy,Delhi,12 PM - 6 PM,non-stop,12 PM - 6 PM,Bangalore,2.8333,7300
2023-03-05,Sunday,Air India,Business,Chennai,6 AM - 12 PM,1-stop,After 6 PM,Ahmedabad,13.75,35246
2023-02-27,Monday,Air India,Economy,Chennai,6 AM - 12 PM,1-stop,After 6 PM,Bangalore,12.25,5371
2023-02-06,Monday,Indigo,Economy,Bangalore,12 PM - 6 PM,non-stop,12 PM - 6 PM,Chennai,1.1667,1710
2023-01-18,Wednesday,Indigo,Economy,Kolkata,Before 6 AM,1-stop,12 PM - 6 PM,Mumbai,7.3333,12545
2023-03-05,Sunday,Vistara,Business,Chennai,6 AM - 12 PM,1-stop,After 6 PM,Hyderabad,12.75,66032
2023-02-26,Sunday,Vistara,Economy,Ahmedabad,6 AM - 12 PM,1-stop,12 PM - 6 PM,Hyderabad,5.8333,9105
2023-02-04,Saturday,Vistara,Premium Economy,Hyderabad,After 6 PM,1-stop,After 6 PM,Kolkata,23.0833,16259
2023-01-25,Wednesday,Air India,Business,Bangalore,6 AM - 12 PM,1-stop,6 AM - 12 PM,Chennai,25.8333,44060
2023-01-22,Sunday,Air India,Business,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Hyderabad,13.75,56671
2023-02-28,Tuesday,Vistara,Economy,Hyderabad,12 PM - 6 PM,2+-stop,After 6 PM,Delhi,9.0833,7980
2023-03-05,Sunday,AirAsia,Economy,Delhi,12 PM - 6 PM,2+-stop,After 6 PM,Hyderabad,7.1667,9807
2023-01-19,Thursday,Indigo,Economy,Mumbai,6 AM - 12 PM,non-stop,6 AM - 12 PM,Chennai,1.8333,8468
2023-01-18,Wednesday,Vistara,Premium Economy,Mumbai,12 PM - 6 PM,1-stop,12 PM - 6 PM,Delhi,19.0833,11959
2023-02-23,Thursday,Indigo,Economy,Ahmedabad,Before 6 AM,1-stop,12 PM - 6 PM,Chennai,7.6667,4992
2023-02-13,Monday,Vistara,Premium Economy,Chennai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Ahmedabad,9.5833,19776
2023-02-18,Saturday,Vistara,Economy,Mumbai,6 AM - 12 PM,1-stop,After 6 PM,Kolkata,7.6667,13136
2023-03-05,Sunday,GO FIRST,Economy,Delhi,After 6 PM,1-stop,6 AM - 12 PM,Chennai,10.5833,6954
2023-02-15,Wednesday,Vistara,Premium Economy,Delhi,12 PM - 6 PM,1-stop,6 AM - 12 PM,Mumbai,14.6667,12262
2023-02-12,Sunday,SpiceJet,Economy,Bangalore,6 AM - 12 PM,1-stop,12 PM - 6 PM,Ahmedabad,5.3333,4890
2023-02-06,Monday,Vistara,Business,Bangalore,After 6 PM,1-stop,After 6 PM,Hyderabad,24.1667,73292
2023-02-14,Tuesday,Vistara,Business,Kolkata,6 AM - 12 PM,1-stop,After 6 PM,Mumbai,9.6667,50289
2023-03-01,Wednesday,Vistara,Business,Ahmedabad,12 PM - 6 PM,1-stop,6 AM - 12 PM,Delhi,14.6667,33828
2023-01-19,Thursday,Indigo,Economy,Hyderabad,After 6 PM,1-stop,6 AM - 12 PM,Ahmedabad,8.5,8310
2023-01-24,Tuesday,Air India,Economy,Mumbai,6 AM - 12 PM,1-stop,6 AM - 12 PM,Bangalore,24.3333,7728
2023-02-08,Wednesday,Vistara,Premium Economy,Hyderabad,6 AM - 12 PM,1-stop,12 PM - 6 PM,Ahmedabad,8.1667,9671
2023-01-28,Saturday,Vistara,Economy,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Mumbai,15.6667,14688
2023-02-27,Monday,Indigo,Economy,Delhi,After 6 PM,1-stop,Before 6 AM,Chennai,5.3333,8800
2023-02-25,Saturday,Vistara,Economy,Mumbai,After 6 PM,1-stop,After 6 PM,Ahmedabad,24.0,8510
2023-02-14,Tuesday,Air India,Economy,Mumbai,6 AM - 12 PM,1-stop,6 AM - 12 PM,Ahmedabad,21.9167,8149
2023-02-15,Wednesday,Vistara,Premium Economy,Kolkata,6 AM - 12 PM,1-stop,12 PM - 6 PM,Mumbai,6.25,16398
2023-02-28,Tuesday,Air India,Economy,Ahmedabad,After 6 PM,1-stop,After 6 PM,Mumbai,22.75,26031
2023-01-18,Wednesday,Air India,Business,Bangalore,12 PM - 6 PM,1-stop,After 6 PM,Hyderabad,6.5833,56671
2023-02-12,Sunday,Vistara,Business,Bangalore,After 6 PM,1-stop,12 PM - 6 PM,Delhi,16.75,42716
2023-03-02,Thursday,Vistara,Economy,Kolkata,After 6 PM,1-stop,6 AM - 12 PM,Bangalore,15.4167,13362
2023-02-02,Thursday,Vistara,Business,Mumbai,After 6 PM,1-stop,12 PM - 6 PM,Hyderabad,19.0833,68172
2023-02-01,Wednesday,Indigo,Economy,Bangalore,6 AM - 12 PM,1-stop,12 PM - 6 PM,Kolkata,6.3333,6214
2023-02-16,Thursday,Air India,Economy,Chennai,6 AM - 12 PM,1-stop,After 6 PM,Mumbai,10.4167,12196
2023-02-08,Wednesday,Vistara,Economy,Hyderabad,6 AM - 12 PM,1-stop,6 AM - 12 PM,Ahmedabad,23.3333,8787
2023-02-12,Sunday,Air India,Business,Mumbai,After 6 PM,1-stop,6 AM - 12 PM,Ahmedabad,15.1667,49490
2023-01-24,Tuesday,Air India,Economy,Chennai,12 PM - 6 PM,1-stop,After 6 PM,Mumbai,7.9167,13036
2023-01-25,Wednesday,Vistara,Business,Chennai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Mumbai,6.25,84422
2023-01-23,Monday,Vistara,Economy,Chennai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Hyderabad,5.6667,14685
2023-01-18,Wednesday,Vistara,Premium Economy,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Mumbai,7.5833,18815
2023-01-19,Thursday,Vistara,Business,Mumbai,After 6 PM,non-stop,Before 6 AM,Delhi,2.25,30092
2023-02-22,Wednesday,Air India,Economy,Mumbai,12 PM - 6 PM,2+-stop,6 AM - 12 PM,Bangalore,18.5833,11772
2023-02-20,Monday,Vistara,Premium Economy,Chennai,After 6 PM,1-stop,6 AM - 12 PM,Delhi,13.1667,11102
2023-02-21,Tuesday,Air India,Business,Bangalore,12 PM - 6 PM,non-stop,After 6 PM,Delhi,3.0,33118
2023-02-24,Friday,Vistara,Business,Delhi,6 AM - 12 PM,1-stop,12 PM - 6 PM,Mumbai,27.0833,37417
2023-01-24,Tuesday,AirAsia,Economy,Bangalore,12 PM - 6 PM,1-stop,After 6 PM,Delhi,5.75,5658
2023-02-01,Wednesday,GO FIRST,Economy,Ahmedabad,After 6 PM,1-stop,6 AM - 12 PM,Bangalore,10.1667,5054
2023-02-24,Friday,Indigo,Economy,Kolkata,Before 6 AM,1-stop,6 AM - 12 PM,Hyderabad,6.5,11285
2023-03-01,Wednesday,Indigo,Economy,Bangalore,12 PM - 6 PM,non-stop,After 6 PM,Delhi,2.9167,5236
2023-01-31,Tuesday,Vistara,Premium Economy,Mumbai,6 AM - 12 PM,1-stop,After 6 PM,Bangalore,16.1667,14736
2023-02-09,Thursday,Air India,Business,Ahmedabad,12 PM - 6 PM,1-stop,After 6 PM,Mumbai,7.5,48452
2023-02-09,Thursday,Air India,Economy,Mumbai,6 AM - 12 PM,1-stop,After 6 PM,Hyderabad,9.0,10317
2023-01-22,Sunday,Indigo,Economy,Ahmedabad,12 PM - 6 PM,1-stop,After 6 PM,Chennai,6.5,10259
2023-02-15,Wednesday,Vistara,Premium Economy,Bangalore,12 PM - 6 PM,1-stop,After 6 PM,Kolkata,28.5,13178
2023-03-01,Wednesday,Air India,Economy,Delhi,After 6 PM,1-stop,Before 6 AM,Chennai,6.0833,8895
2023-01-30,Monday,Indigo,Economy,Kolkata,After 6 PM,1-stop,Before 6 AM,Delhi,6.1667,10176
2023-02-09,Thursday,Vistara,Economy,Hyderabad,12 PM - 6 PM,non-stop,12 PM - 6 PM,Delhi,2.3333,6946
2023-01-31,Tuesday,Vistara,Premium Economy,Bangalore,6 AM - 12 PM,1-stop,12 PM - 6 PM,Mumbai,6.0833,25216
2023-02-15,Wednesday,Vistara,Premium Economy,Kolkata,12 PM - 6 PM,1-stop,After 6 PM,Hyderabad,28.5,20934
2023-02-12,Sunday,Vistara,Business,Bangalore,After 6 PM,1-stop,12 PM - 6 PM,Hyderabad,22.25,71198
2023-02-01,Wednesday,Air India,Economy,Delhi,After 6 PM,1-stop,After 6 PM,Bangalore,25.5,8129
2023-01-26,Thursday,Air India,Economy,Chennai,6 AM - 12 PM,1-stop,After 6 PM,Delhi,15.1667,10999
2023-02-08,Wednesday,Vistara,Economy,Ahmedabad,12 PM - 6 PM,1-stop,12 PM - 6 PM,Chennai,24.75,13935
2023-02-04,Saturday,Vistara,Economy,Kolkata,6 AM - 12 PM,2+-stop,Before 6 AM,Bangalore,17.6667,13609
2023-02-06,Monday,Vistara,Economy,Chennai,After 6 PM,1-stop,6 AM - 12 PM,Mumbai,14.5,13971
2023-01-29,Sunday,Air India,Economy,Mumbai,6 AM - 12 PM,1-stop,6 AM - 12 PM,Ahmedabad,23.9167,9514
2023-01-16,Monday,Air India,Business,Mumbai,12 PM - 6 PM,1-stop,6 AM - 12 PM,Ahmedabad,17.9167,47474
2023-01-19,Thursday,AirAsia,Economy,Mumbai,After 6 PM,1-stop,6 AM - 12 PM,Chennai,9.5833,4041
2023-01-25,Wednesday,Vistara,Premium Economy,Hyderabad,12 PM - 6 PM,1-stop,Before 6 AM,Delhi,11.25,17491
2023-02-10,Friday,Indigo,Economy,Chennai,6 AM - 12 PM,non-stop,12 PM - 6 PM,Bangalore,1.0833,1735
2023-02-17,Friday,Vistara,Economy,Hyderabad,6 AM - 12 PM,1-stop,After 6 PM,Delhi,12.1667,10253
2023-01-24,Tuesday,Vistara,Economy,Bangalore,After 6 PM,1-stop,6 AM - 12 PM,Mumbai,15.5833,14373
2023-02-08,Wednesday,Air India,Economy,Bangalore,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,5.0833,6724
2023-02-20,Monday,Vistara,Business,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Delhi,14.0,50265
2023-02-12,Sunday,AirAsia,Economy,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Delhi,11.9167,5424
